,Unnamed: 0,season,episode_number,episode_title,quote,author
35326,47661,8,20,The Baby Shower,"(To Phoebe) Oh my God, my ass is sweating! (on phone) Please! Please! Can you come? Its today at four.",Monica
39746,53339,9,19,Rachel`s Dream,What musician?,Monica
11009,19088,4,5,Joey`s New Girlfriend,"Oh no-no-no, it`s my pleasure.",Ross
43571,57991,10,11,The Stripper Cries,"Thank you. (they shake hands) All right, here I go. Hey, remember how scary it used to be going up to girls in college?",Ross
7925,15124,3,15,Ross And Rachel Take A Break,"Oh, hi.",Rachel
37414,50150,9,5,Phoebe`s Birthday Dinner,Great. So lets get going?,Ross
26950,37663,7,5,The Engagement Picture,"(To Whitney) Yknow, he hums when he pees!",Ross
41284,55230,10,1,Joey and Rachel Kiss,"Ah, yeah. We had a really good talk.",Ross
7848,15028,3,14,Phoebe`s Ex-Partner,"Well, y`know two regulars. And ah one that barely qualifies as... (starts to kiss her again, but she gets up.) Ahh, what?",Chandler
29641,40855,7,17,The Cheap Wedding Dress,A woman in a mans body.,Joey
1988,2465,1,11,Mrs. Bing,"No way, forget it.",Rachel
17374,26612,5,12,Chandler`s Work Laugh,"Ugh, Monica, I know about you and Chandler.",Rachel
43775,58276,10,12,Phoebe`s Wedding,"Why, I must have been in missile training the day they taught that.",Phoebe
44929,59655,10,16,Rachel`s Going Away Party,Joey and I can finish up in the guest room.,Chandler
44565,59228,10,15,Estelle Dies,"What? No, no, no! No, no... no... no, no... No, too much is changing, okay? First, Phoebe getting married (to Phoebe) Congratulations! (pointing to Monica and Chandler)... and then these two move into a stupid house in the stupid suburbs...",Joey
41882,55967,10,4,The Cake,"Oh, did you do a picture of Emma?",Monica
7680,14795,3,13,Monica And Richard Are Just Friends,Hey.,Phoebe
36569,49166,9,1,No One Proposes,Joey proposed to you?,Ross
6480,13347,3,8,The Giant Poking Device,"Okay, were gonna need a distraction.",Monica
23414,33509,6,15,"That Could Have Been, Part I & II",(laughs) Oh yeah? Okay.,Rachel
4157,5419,1,22,The Ick Factor,Petrie.,Phoebe
3592,4716,1,19,The Monkey Gets Away,"Yeah, well I went to boarding school with four hundred boys. Any sex I had would`ve involved a major lifestyle choice.",Chandler
12915,21360,4,14,Joey`s Dirty Day,"Okay, Im going to go stand over there. (Points and moves into the living room.)",Chandler
18870,28353,5,19,Ross Can`t Flirt,(entering from Rachel`s bedroom) I found it!,Phoebe
27364,38119,7,7,Ross`s Library Book,"Oh-oh, youre-youre fellow scholars. What exactly were you looking for, hmm? Perhaps, (Grabs a book from the shelf behind him) perhaps Dr. Chester Stocks musings on the Smiledon Californicus?",Ross
37195,49894,9,4,The Sharks,what means if he gets like a disease or kills someone. not if he gets his jollys to jaws!,Monica
42921,57262,10,8,The Late Thanksgiving,Oh! Enough! A monkey could have made `em!,Monica
37703,50520,9,6,The Male Nanny,(sighs) Oh... That`s true.,Rachel
2148,2658,1,11,Mrs. Bing,I got you the foot massager.,Monica
20457,30149,6,1,Vegas,"(entering, slowly) Yknow I was thinking, what if I uh, unpack here?",Chandler
33817,45952,8,12,Joey Dates Rachel,Have you talked to him lately?,Chandler
6149,12955,3,6,The Flashback,What?,Monica
5223,11853,3,2,No One`s Ready,"No, no, don`t, don`t, rub it! Don`t! (clapping) What gets out hummus?! What gets out hummus?!",Ross
43345,57753,10,10,Chandler Gets Caught,What?,Ross
39252,52771,9,17,The Memorial Service,"Oh, oh thanks. Alright well, now that I`m up I`m going to go to the bathroom.",Rachel
13142,21649,4,15,All The Rugby,"Okay, okay, okay should I be scared?",Rachel
10461,18365,4,2,The Cat,I hate when Ross is right!,Rachel
23887,34041,6,17,Unagi,"(moves closer) All Im saying is, its one thing being prepared for an attack against like each other; whole another story being prepared for an attack, I dont know, like a (turns and puts his face close to Rachels and screams) surprise!!",Ross
10961,19028,4,5,Joey`s New Girlfriend,"It`s fun, God I love how sexy I am. (Coughs really loudly.)",Phoebe
41138,55063,10,1,Joey and Rachel Kiss,Thanks! (walks out of the room and starts hugging the wall) Thank you! (closes the door),Ross
7224,14209,3,11,Chandler Can`t Remember Which Sister,"You are so the man! (motions him to come in, and he does) Now look, listen, listen, you got to be cool, cause my Grandma doesnt know about you two yet, and you do not want to tick her off. She was like the sixth person to spit on Mussolini`s hanging body. Yeah.",Joey
12769,21184,4,13,Rachel`s Crush,"I dont know, it looks the same.",Joey
7759,14920,3,14,Phoebe`s Ex-Partner,"Yeah, Ginger something.",Monica
4338,5706,1,23,The Birth,"Ross, can I?",Monica
34489,46641,8,15,The Birthing Video,"Chandler, we cant let this tape wreck Valentines Day!",Monica
16581,25712,5,8,The Thanksgiving Flashbacks,Yeah.,Monica
29661,40879,7,17,The Cheap Wedding Dress,Why? Do you another boyfriend in there or something?,Chandler
22774,32743,6,12,The Joke,"Oh, yeah. Aw, remember the days when you used to go out to the barn, lift up your shirt, and bend over?",Phoebe
11915,20165,4,9,They`re Going To Party,"Yeah, I know.",Joey
39698,53268,9,19,Rachel`s Dream,"Hey, that was an honest mistake!",Rachel
44187,58748,10,13,Joey Speaks French,What is with you?,Monica
19248,28784,5,21,The Ball,No. I think we learned that from the sugarlips incident. I`m gonna get some tea.,Monica
10561,18487,4,3,The Cuffs,You dont have to stick up for her. She cant here you.,Monica
16282,25326,5,7,Ross Moves In,Love what you`ve done with the place.,Chandler
15532,24467,5,3,Hundredth,"Oh, great!",Monica
3712,4851,1,20,The Evil Orthodontist,"I can`t call her, I left a message! I have some pride.",Chandler
21801,31590,6,7,Phoebe Runs,(nonchalantly) I`m never gonna find love again.,Ross
37806,50657,9,7,Ross`s Inappropriate Song,God! God! This is not going well.,Phoebe
45436,60242,10,17,"The Last One, Part I & II",I love you!,Joey
15589,24559,5,4,Phoebe Hates PBS,"Since when do take naps in that position. Oh God Monica, tell me you were waiting for a guy! Please tell me you were waiting for a guy!",Rachel
145,163,1,1,Monica Gets A Roommate,"Angela`s the screamer, Andrea has cats.",Chandler
20159,29810,5,23,In Vegas,"That`s right baby! Okay, what do I want now?",Monica
21044,30765,6,4,Joey Loses His Insurance,Let me see that!,Joey
37343,50070,9,5,Phoebe`s Birthday Dinner,What  Oh! (points inside),Rachel
15605,24575,5,4,Phoebe Hates PBS,"Oh no-no-no-no-no-no, vomit tux! No-no, vomit tux!",Chandler
16888,26065,5,10,The Inappropriate Sister,"Well, you suck! But at least you suck at a man`s game now.",Joey
10402,18301,4,2,The Cat,What? Whats wrong?,Joey
8881,16317,3,19,The Tiny T-Shirt,"God, I just, I hate her! I hate her!! With her, Oh, Im so talented. and Oh, Im so pretty, and Ooh, I smell so good.",Joey
25746,36318,6,24,"The Proposal, Part I & II",Pick one.,Rachel
35692,48102,8,21,The Cooking Class,Really?,Chandler
28664,39661,7,13,Rosita Dies,Yes.,Phoebe
9996,17812,3,25,At The Beach,"No-no, sorry. Cookies are good, thanks.",Phoebe
30556,41872,7,21,The Vows,"Okay, what do you guys think?",Chandler
26550,37172,7,4,Rachel`s Assistant,"Uh Rach, if youre gonna start another story, at least let me finish mine.",Joey
29246,40396,7,16,The Truth About London,"Oh my God! (Starts reading them.) Dizziness, nervousness, drowsiness, facial swelling, nausea, headacheHeadache. Vomiting, stomach bleeding, liver damage! Now okay, I dont recall any of this coming up when you gave me these little death capsules! Oh Im sorry, extra strength death capsules!",Phoebe
31557,43205,8,2,The Red Sweater,(entering) Hey!,Joey
38291,51617,9,10,Christmas In Tulsa,Yeah.,Chandler
4438,5809,1,24,Rachel Finds Out,Think about it.,Monica
14130,22889,4,20,The Wedding Dresses,"So, what are you guys doing four weeks from today?",Ross
18700,28153,5,18,Rachel Smokes,"(entering, angrily) Joey!",Ross
31335,42932,8,1,`I Do`,(seeing him) Oh sweet Lord.,Monica
3241,4315,1,18,All The Poker,Oooooh. (reads letter) (surprised): Oh! I got an interview! I got an interview!,Rachel
40686,54484,9,23,In Barbados,Wha...? You`re gonna go now? I thought we could hang out?,Joey
43725,58225,10,11,The Stripper Cries,What? When was this?,Monica
591,739,1,3,The Thumb,"Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it`d be talking too.",Chandler
29252,40402,7,16,The Truth About London,Say hello to Reverend Joey Tribbiani! (Holds up the piece of paper bearing the proof of his ordination.),Joey
38285,51611,9,10,Christmas In Tulsa,"Look, I thought about it too, and I`m sorry. I think we should spend all of the money on the wedding.",Chandler
7040,14000,3,10,Rachel Quits,"Tell us what happened, Brown Bird Ross.",Chandler
43201,57591,10,9,The Birth Mother,I`m not even sorry.,Joey
16545,25665,5,8,The Thanksgiving Flashbacks,I am so sorry. I really am. I was an idiot back then. I rushed the stage at a Wham concert for crying out loud!,Chandler
17766,27067,5,14,Everybody Finds Out,(entering) Hey!,Ross
33814,45949,8,12,Joey Dates Rachel,"Ah, well if you dont clear this off, you wont be getting one of those from me. But Bens coming over here tomorrow to play this game, this cant be there.",Monica
44765,59482,10,16,Rachel`s Going Away Party,Hotel? Why isn`t she staying with you guys?,Ross
21189,30940,6,5,Joey`s Porsche,"Rach, come on, if you think about it, its actually kinda funny. (He laughs, and he laughs alone.) Okay, maybe its best not to think about it.",Ross
27159,37877,7,6,The Nap Partners,"Well yknow what? I hope Monica forgives you after you throw her, her vegetarian, voodoo, goddess circley shower! (Runs out.)",Rachel
33217,45221,8,9,The Rumor,Im-ImI had no idea. Im sorry. I,Rachel
12901,21345,4,14,Joey`s Dirty Day,"(to Chandler) Shh!! (On phone) Wait, what?",Monica
24321,34549,6,19,Joey`s Fridge,"Yeah. In fact, I like her so much you tell her I want my cookies early this year! Yknow, a box of Thin Mints and some Tag-a-Longs.",Monica
41627,55674,10,3,Ross`s Tan,I`m a four?,Ross
38413,51770,9,12,Phoebe`s Rats,To kill Bob??,Phoebe
20547,30240,6,2,Ross Hugs Rachel,Hi!,Monica
24426,34669,6,19,Joey`s Fridge,Yes! We found you a really cute and funny guy from Chandlers work!,Monica
14473,23277,4,21,The Invitation,"I bet we could get videos of all the sites, get a VCR in our hotel room... we`d never even have to go outside!",Joey
43887,58405,10,12,Phoebe`s Wedding,I`m not! I`m making it easier! Pick me!,Ross
39498,53051,9,18,The Lottery,I can`t tell you what I`m wishing for! Else...you know...won`t come true!,Joey
19673,29295,5,22,Joey`s Big Break,You don`t think this is going to be a big break for me?,Joey
13757,22466,4,18,Rachel`s New Dress,Absolutely! Absolutely!,Rachel
41393,55357,10,2,Ross Is Fine,"Ross, say something. Anything.",Rachel
16079,25081,5,6,The Yeti,"(on the phone) No-no-no, it`s just a bit sudden. (Listens) No, it`s great. Okay? I`m totally on board. I love you too, all righty. Bye. (Hangs up.)",Ross
17529,26793,5,13,Joey`s Bag,Hey!,Chandler
40856,54711,9,23,In Barbados,"I wouldn`t brag too much about that thing, big guy.",Chandler
44700,59400,10,15,Estelle Dies,"Yeah, yeah, yeah! I want you... I need you... I must have you Janice Litman Goralnik Neihosenstein.",Chandler
9113,16638,3,21,The Chick And The Duck,"Yeah! Okay, here you go. (rolls her back to Rachel)",Phoebe
26106,36701,7,2,Rachel`s Book,Here you go! What do you think about centerpieces?,Monica
42246,56424,10,5,Rachel`s Sister Babysits,(gasps) Oh! Oh my God! I thought she was on Atkins.,Rachel
44124,58684,10,13,Joey Speaks French,Je m`appelle Claude.,Phoebe
17134,26348,5,11,All The Resulutions,Oh my God!,Ross
8546,15846,3,17,The Ski Trip,"Y`know what, but there is, there is no right or wrong, here.",Phoebe
23714,33849,6,15,"That Could Have Been, Part I & II",Thats the couch.,Monica
30444,41759,7,21,The Vows,Phoebe!! Phoebe!! It`s okay!! It`s okay!!,Rachel
1094,1325,1,6,The Butt,Whadja think?,Joey
4784,6205,2,2,The Breast Milk,"Look, would you guys grow up? That is the most natural beautiful thing in the world.",Ross
21982,31798,6,8,Ross`s Teeth,Why would the copy guy say he was Ralph Lauren?,Phoebe
5555,12226,3,3,The Jam,"Pheebs, wake up and smell the restraining order.",Chandler
39484,53037,9,18,The Lottery,Oh! I hate that guy! I mean come on kid! Pull up your pants!,Monica
8252,15526,3,16,The Morning After,Because theyll know weve been listening.,Monica
14401,23189,4,21,The Invitation,"You know what would be real weird? Is if you werent there. Just say youll think about it, okay?",Monica
16437,25512,5,7,Ross Moves In,Are you guys sure about this?,Ross
13326,21896,4,16,The Fake Party,"Well, I eat a lot of meat right?",Joey
33922,46061,8,13,Chandler Takes A Bath,"Oh, baths are so relaxing!",Monica
10697,18674,4,3,The Cuffs,"I have so got it. Theres gonna be rumours about this, theres no way to stop it. Sophie knows, Monica and Phoebe know.",Rachel
45426,60232,10,17,"The Last One, Part I & II","They`re waiting for me, Ross. I can`t do this right now, I`m sorry. I`m sorry.",Rachel
40047,53680,9,20,The Soap Opera Party,"No, I arranged that...",Ross
15569,24538,5,3,Hundredth,Right!,Chandler
19830,29464,5,23,In Vegas,"Noo! My ex-boyfriend Richard! Y`know the tall guy, moustache?",Monica
13341,21919,4,16,The Fake Party,What do you get? (She throws her pom-poms to Joey and Phoebe and performs a cartwheel.) Emily!! (Tries to do another one.) EmilWhoa!! (She falls in Chandlers room.) Okay! So thats me as a cheerleader! Ta-dum! (Gunthers the only one that claps.),Rachel
32177,43885,8,4,The Videotape,"(on tape) Oh yeah, sure.",Rachel
27055,37771,7,6,The Nap Partners,Fat?!,Monica
34550,46723,8,15,The Birthing Video,(handing Mona the present) Happy Valentines Day! Or something to remember me by.Scene: Monica and Chandlers. Monica and Chandler are sitting on the couch still staring at the screen.,Ross
5459,12118,3,3,The Jam,"Okay, for instance. Let`s say, Janice is coming back from a trip and she gives you two options. Option number 1 she`ll take a cab home from the airport. Option 2 is you can meet her at baggage claim. Which do you do?",Ross
6018,12801,3,6,The Flashback,"Wow, its like a dirty math problem.",Phoebe
31796,43469,8,3,Rachel Tells...,Oh sorry. (Shocked) And?!,Phoebe
43533,57949,10,11,The Stripper Cries,"So weird to see all these people again... Oh my God, look, there`s Geoffrey Cleric.",Ross
29654,40872,7,17,The Cheap Wedding Dress,Fine! Have you ever got stuck in a pair of your own leather pants?!,Joey
23709,33844,6,15,"That Could Have Been, Part I & II",What if I turn out the lights? (Runs to shut them off.),Monica
22713,32681,6,11,The Apothecary Table,Hey!,Ross
12666,21063,4,13,Rachel`s Crush,"Please, have some!",Monica
32008,43710,8,4,The Videotape,Youre welcome buddy.,Joey
38659,52054,9,14,The Blind Dates,But what kind of a sick bastard wants to do it in front of a deer?,Monica
